restaurant_id,restaurant_name,restaurant_address,restaurant_type,city_name,avg_price,rating,business_hours,recommended_food,queue_time,consumption_time,longitude,latitude,citycode
B0FFKPFE5M,肯德基(美龄宫店),石象路7号中山陵园风景区9号美龄宫对面驿站,肯德基,南京市,54.0,4.4,08:00-19:00,"柠檬茶,蛋挞,柠檬,黄油,汉堡,西式快餐",10,25.0,118.845103,32.047173,25
B0FFF5VX2P,章云板鸭(总店),升州路228号(近中山南路三山街),卤味店,南京市,25.0,4.6,07:00-21:00,"烤鸭,盐水鸭,鸭翅膀,鸭四件,板鸭,鸭胗,酱鸭,酱牛肉,黄金素鸡,秘制蜂蜜花生",5,15.0,118.778048,32.025535,25
B0FFIPSYY6,聚宝南京盐水鸭(南京总店),新姚家巷1号(夫子庙地铁站3号口步行220米),餐厅,南京市,18.0,4.8,08:00-22:30,"传统老卤盐水鸭,招牌盐水鸭,南京传统烤鸭,五香鸭翅,挂花味盐水鸭,招牌酱板鸭,烤鸭,盐水鸭,单人餐,咸水鸭",25,15.0,118.792935,32.023329,25
B0FFF54MRG,回味鸭血粉丝汤(新百店),中山南路3号南京新百A座B1层,中餐厅,南京市,22.0,4.5,09:00-21:30,"春卷,凉粉,蒸饺,拌饭,咖喱鸡肉饭,梅菜包,手抓饼,绿茶饼,鱿鱼,鸭血粉丝汤",15,25.0,118.784481,32.040263,25
B0K2BHA4IJ,徐家鸭子店南京南南广场店,东山街道竹翠路8号都荟天地城C-1幢103室,卤味店,南京市,30.0,4.8,07:30-20:00,"鸭肉,烤鸭,卤菜",5,15.0,118.796717,31.963617,25
B0FFM5ZVVT,寻魏·金陵十二菜(总统府店),太平北路68号1912商业街7栋,中餐厅,南京市,222.0,4.6,11:00-13:30,"寻魏功夫汤,雨花茶芥末味虾球,贾府烧海参,糟鹅掌鸭信,金陵拆烩鲢鱼头配六鲍,蟹粉嫩豆腐,金陵盐水鸭,炒饭,牛肉,特色菜",25,90.0,118.795895,32.045249,25
B001907HHM,章云板鸭店(评事街店),评事街208号,餐厅,南京市,33.0,4.7,07:00-19:00,"烤鸭,盐水鸭,鸭四件,鸭爪,鸭翅,素鸡,牛肉,鸭胗,当地特色美食",5,15.0,118.780328,32.030101,25
B0FFF5VS75,韩复兴(湖北路店),湖北路90号(青春广场地铁站1号口步行410米),卤味店,南京市,25.0,4.7,07:30-21:00,"盐水鸭,鸭油烧饼,鸡翅,鸭肠,酱牛肉,鸭肫,鸭头,鸭心,鸡爪,鸭翅",5,15.0,118.776994,32.067991,25
B0JURS5FS3,金虹板鸭(夫子庙店),建康路160号(夫子庙地铁站3号口步行160米),餐厅,南京市,23.0,4.7,08:00-23:00,"五香牛肉,五香鸭翅,五香鸭爪,老卤盐水鸭,老南京脆皮烤鸭,老卤鸭头,老卤鸭胗,烤鸭,熟食",5,15.0,118.7928,32.023528,25
B0K3SUK3QM,回味鸭血粉丝汤(瞻园路店),夫子庙瞻园路7号,中餐厅,南京市,14.0,4.6,08:00-23:00,"番茄蛋仔面,雪菜肉丝面,鸭血馄饨,鸭血粉丝汤,鲜肉汤包,黑椒汁鸡排煎蛋饭,招牌粉丝汤,招牌鸭血粉丝汤,虾仁汤包,回味拌饭",5,20.0,118.788353,32.018996,25
B0IUJULGJJ,孙家私房菜•南京特色(大行宫店),长发中心CFC生活广场(地铁大行宫3号口向东步行1分钟),中餐厅,南京市,80.0,4.6,11:00-14:00 16:30-21:00,私房菜,25,60.0,118.797123,32.040415,25
B0H6P9T7L5,king大志烤肉(东方文德广场店),文德北路72号-a2,中餐厅,广州市,176.0,3.8,10:30-22:30,日式烧烤,25,90.0,113.272075,23.123075,20
B0GK1DWKK3,肯德基(永庆坊店),恩宁路永庆坊自编十二甫西街8082号,肯德基,广州市,23.0,4.5,07:00-22:00,"鸡块,小龙虾,芝士,烤鸡,汉堡,工作餐,面皮,鸡米花,小吃快餐",8,25.0,113.24002,23.11383,20
B0IANAHXOB,M Stand(广州永庆坊店),恩宁路永庆坊十二莆西街85.8789号(肯德基旁),咖啡厅,广州市,35.0,4.7,08:00-21:30,"油条,美式咖啡,麻酱,咖啡",5,20.0,113.240024,23.114028,20
B0FFFXNPHH,渔夫码头(厦门观音山梦幻海岸主题游乐度假区店)(暂停营业),环岛东路1982号,中餐厅,厦门市,146.0,4.1,10:00-22:00,"新派海苔炒饭,干煎红对虾,红菇捞手工面线,养生白玉大煲,大鱿鱼,狗虾,闽南沙茶锅,传统佛跳墙,海蛎煎,干煎杂鱼拼盘",25,90.0,118.198931,24.487865,592
B025002K49,好食来大排档(美食航标店),湖滨南路24号(市工商局对面),中餐厅,厦门市,95.0,4.9,11:00-15:30 16:30-23:00,"白灼虾,清蒸鱼,糖醋排骨,炒花蛤,清蒸花蟹,杂鱼酱油水,海蛎煎,卤面,水煮活鱼,炒海瓜子",25,60.0,118.085364,24.466844,592
B02500S0HE,莲欢海蛎煎(局口横巷),局口街局口横巷6号(近思明南路),中餐厅,厦门市,30.0,4.7,10:30-24:00,"海蛎煎,鱼丸汤,猪脚汤,春卷,咸饭,小肠汤,肉粽,沙茶面,肉羹汤,拌面",25,45.0,118.080581,24.454822,592
B025003RQS,鑫南海·海鲜大排档·福建菜·家宴聚会(江头宴请地标店),香秀路莲秀里67号,中餐厅,厦门市,69.0,4.7,10:00-14:00 16:30-01:00,"清蒸波士顿龙虾,粉丝蒸膏蟹,辣酒煮花螺,香辣本港海蟹,豆豉蒸鳗鱼,椒盐皮皮虾,开边小青龙,闽南姜母鸭,深海帝王蟹三吃,油淋深海东星斑",25,90.0,118.132282,24.490607,592
B0FFF3Y85P,味友(和平码头店),鹭江道3号和平码头客运大楼二层,中餐厅,厦门市,89.0,4.7,11:00-22:00,"鸭肉面线马马虎虎,香酥软壳虾,香酥炸海蛎,仙景芋头,土笋冻,膏蟹,干贝炖蛋,炸五香,薄饼,四物牛筋面线",25,60.0,118.077732,24.449759,592
B0HRZRP0KF,板顿猫私房菜(厦门美食地标店),中山路中岸巷13号,中餐厅,厦门市,44.0,4.8,10:00-22:00,"青藤椒红汤波龙,金汁豆腐,紫苏小黄鱼,香辣蟹,香辣波斯顿龙虾,酱油水鲍鱼,沸腾太子蟹,龙虾海鲜锅,板顿猫炒饭,糖醋话梅鱼",25,60.0,118.081714,24.455034,592
B0FFIOS60J,闽南味道姜母鸭总店(顶澳仔店),顶澳仔路18号之5号,中餐厅,厦门市,54.0,4.7,09:30-22:00,"闽南有机焖笋,石码五香卷,酱油水黄花鱼,清蒸东星斑,招牌姜母鸭,老厦门卤面,头水紫菜鱼丸汤,养生膏蟹粥,海鲜沙茶面,水煮三鲜",25,60.0,118.092416,24.439355,592
B0JD47KVFY,八市阿杰五香(厦门旗舰店),担水巷30号(野草莓隔壁、鹭江道旁、榕屿园旁边),中餐厅,厦门市,19.0,4.6,07:00-21:00,"海蛎煎,鲨鱼丸汤,阿杰五香卷,闽南肉粽,特色菜,油条,沙茶面",5,15.0,118.073284,24.459691,592
B0K6XL6FM1,柳河沙茶面(中山路大生里社区店),思明南路298号-118(大生里公交站旁),中餐厅,厦门市,26.0,4.9,07:00-21:00,"特色小吃,鱿鱼,沙茶面,面条",5,20.0,118.085305,24.445977,592
B0LGALB56M,老宋·闽南排档,金桥路101-4金桥酒店旁,中餐厅,厦门市,95.0,4.7,11:00-14:00 17:00-01:00,"豉油皇南美对虾,干煎红膏蟹,黑糖脆麻茄,火爆田鸡,家常煲烧黑豆腐,厦门海蛎炸,深海鱼煮酸笋,蒜蓉沙茶焗小管,虾汤杂菜煲,香炸泉州鸡卷",25,75.0,118.101063,24.487629,592
B0FFG7PBSU,味友·闽宴(杏林湾店),杏林湾路杏林湾营运中心4-5楼,中餐厅,厦门市,66.0,4.5,09:30-14:00 17:30-21:00,"味友鸭面线,芥菜虾姑煲,仙景芋头,炸软壳虾,土笋冻,味友五香条,鹅肉焖米血,海鲜紫菜煲,芥菜虾菇煲,黑萝卜骨头汤",15,45.0,118.063877,24.594935,592
B0JGPSH1SL,肥肥虾庄(江汉路黄鹤楼联名店),鄱阳街7号1-4,中餐厅,武汉市,121.0,4.8,10:30-24:00,"金牌油焖大虾,口口香蒜蓉龙虾,川味美蛙肥肠,肥肥蒸虾,苏州香辣蟹,炒饭,凉面,龙虾,小龙虾",25,90.0,114.294649,30.578998,27
B0KB25RNJS,大中华酒楼(江汉路店),一元街道鄱阳街4号钻石大厦2期3楼301,中餐厅,武汉市,77.0,4.8,10:30-21:30,"主席武昌鱼(每日限量),招牌莲藕汤,主席极品武昌鱼,砂锅黄陂三鲜,泉水浸武昌鱼,椒盐大凤爪,生炸手工肉圆,洪湖莲藕烧鸭,招牌莲藕排骨汤,红烧肉",25,90.0,114.294704,30.578723,27
B0FFKQVY2U,鱼痴渔醉私房菜(东湖店),东湖路141号(中南医院地铁站C口步行370米),中餐厅,武汉市,98.0,4.8,11:00-14:00 17:00-21:00,"私房菜,鸡肉,楚菜",25,60.0,114.359985,30.558397,27
B001B0I52T,湖锦酒楼(黄鹤楼店),临江大道55号锦江国际城旁(近积玉桥),中餐厅,武汉市,134.0,4.6,10:30-14:00 16:30-21:00,"辣得跳,武昌鱼,金牌蒜香骨,手撕牛肉,凉拌茼蒿,葱烧武昌鱼,藕汤,椒盐排骨,桂花山药,辣的跳",25,90.0,114.30591,30.562143,27
B0G0FS8F3F,艳阳天·非遗楚菜(黄鹤楼店),彭刘杨地铁站C口步行240米,中餐厅,武汉市,63.0,4.7,10:30-14:00 16:30-21:00,"味汁杏鲍菇,非遗武昌鱼,蒜蓉粉丝虾,小炒黄牛肉,脊骨藕汤,武汉黄焖元子,果木烤鸭,招牌鮰鱼,牛肉,羊肉",25,60.0,114.299842,30.540165,27
B0K04DV5K1,老武汉武汉菜·非遗武昌鱼,万达环球国际中心2号楼对面,中餐厅,武汉市,58.0,4.7,11:00-22:30,"老武汉热卤合炒,招牌鲜椒砂锅鸡,老坛红烧肉,酸菜粉条炖牛肉,老妈妈手工鱼糕,葱烧武昌鱼,瓦罐煨排骨藕汤,荆楚牛三鲜,香辣武昌鱼,干煸藕丝",25,60.0,114.336872,30.558379,27
B001B0JWZ9,大中华酒楼(金地中心店),雄楚大道910号金地中心城,中餐厅,武汉市,123.0,4.7,10:30-14:00 16:30-21:00,"清蒸武昌鱼,藕夹,豆皮,莲藕排骨汤,粉蒸肉,口水鸡,麻婆豆腐,米粑,排骨,五花肉",25,90.0,114.393849,30.497778,27
B0J337O7H5,小荷园·乡野湖北菜(恩施街店),工业路19号商铺,中餐厅,武汉市,56.0,4.8,10:30-21:00,"猪肉,辣椒炒肉,鸡爪,土猪肉,五花肉,豆腐,牛肉,红烧肉,猪蹄,湖北菜",15,45.0,114.387693,30.621915,27
B0FFIP8R9K,鱼痴渔醉私房菜(汉口店),汉口江滩江汉门32号(青岛路旁),中餐厅,武汉市,98.0,4.7,11:00-14:00 17:00-21:30,"鸡肉,私房菜,家常菜,楚菜",25,60.0,114.301083,30.580969,27
B0KASUN3CD,东园广州味点心与烧鹅(大沙头店),沿江东路440号,中餐厅,广州市,72.0,4.7,08:00-14:00 17:00-21:30,"避风塘炒帝王蟹,东园果木脆皮烧鹅,盘龙东星斑,必点烧卖,红芭乐青梅焗罗氏虾,酒香猛火啫腰润,炸榄菜波士顿龙虾,珍味白切鸡,烧鹅,点心",25,60.0,113.28351,23.11326,20
B00140T2CY,利苑酒家(宜安广场店),建设六马路33号宜安广场4楼,中餐厅,广州市,237.0,4.7,11:00-14:30 17:30-21:30,"潮州粉粿,鲜虾脆春卷,萝卜糕,牛肉球,老火汤,萝卜酥,鲍汁鹅掌,片皮鸭,虾饺,小笼包",25,90.0,113.284902,23.134355,20
B0FFHE5R5J,禄运茶居·手工点心(体育西店),六运一街17号文昌商务楼F2层(六运幼儿园旁近天环广场),中餐厅,广州市,72.0,4.7,08:00-21:00,"脆皮鲜虾炸春卷,蒜香鲜虾菠菜饺,酱皇豉汁蒸凤爪,金丝鲍汁腐皮卷,禄运金牌虾饺皇,金莎脆皮红米肠,西汁黑椒牛仔骨,荔湾鲜虾艇仔粥,姜汁豆乳牛奶挞,滋补美颜红枣糕",25,60.0,113.323484,23.129814,20
B0FFG84O3U,点都德(北京路壹店),中山四路246号信德大厦主楼五楼全层,快餐厅,广州市,65.0,4.7,07:30-16:00 16:30-21:00,"红米肠,虾饺皇,日式青芥三文鱼挞,蒸凤爪,明虾蟹子烧卖,蛋挞,点心,西关大屋风情",25,45.0,113.271378,23.126218,20
B0J2FZ1UI0,东南食苑·新派粤菜·茶点·谢师宴·中式院林庄园,化龙镇兴业大道东1950号,中餐厅,广州市,60.0,4.6,08:00-14:00 17:00-21:00,"姜葱蒜焗鲈鱼,脆皮黑椒牛肋骨,茶香脆皮竹肠皇,三葱汁火焰骨,捞起三文鱼,海胆八宝腐,话梅猪手,香辣手钓东海火箭鱿,酥炸台山乳山蚝,姜葱蓉焗鲈鱼",25,90.0,113.44114,23.040465,20
B0J35HX1KC,東園·广州味·点心与烧鹅(天娱广场西塔楼店),天河路621号天娱广场西塔楼F11层,中餐厅,广州市,87.0,4.6,08:30-14:00 17:00-21:30,"酒香猛火啫腰润,必点烧卖,盘龙东星斑,红芭乐青梅焗罗氏虾,避风塘炒帝王蟹,珍味白切鸡,炸榄菜波士顿龙虾,东园果木脆皮烧鹅,牛肉,烧鹅",25,60.0,113.340325,23.135925,20
B0FFHJKB19,花好悦园宴会酒家(大石店),石北工业路237号,中餐厅,广州市,68.0,4.6,07:30-22:00,"鸡肉,羊肉,点心,生蚝,大排档,蛋挞,三文鱼,烧鹅,宴席",25,90.0,113.300052,23.013883,20
B0K2NSZIWW,東園·广州味·点心与烧鹅(东山口店),龟岗大马路1号珀东商业中心F5层,中餐厅,广州市,73.0,4.6,08:00-14:00 17:00-21:00,"酒香猛火啫腰润,珍味白切鸡,必点烧卖,避风塘炒帝王蟹,东园果木脆皮烧鹅,盘龙东星斑,红芭乐青梅焗罗氏虾,炸榄菜波士顿龙虾,点心,烧鹅",25,60.0,113.294441,23.120184,20
B0FFHGETJU,臻厨·中西名菜(萝岗店),开萝大道28号中演国际酒店首层,中餐厅,广州市,99.0,4.6,07:30-14:00 17:00-21:00,"玻璃脆皮乳鸽,至尊脆皮烧鹅,日本烧汁白蘑菇,黑醋杏香茄子,风生水起捞鸡,野菌汤浸虾饺皇,广州塔点心,招牌藏香黑土猪,秘制黑金蒜猪手,芝麻包",25,90.0,113.500444,23.178255,20
B0G0DUAZ1I,海粤荟·粤菜酒家(知识城),九龙大道海丝知识中心T2栋2楼,中餐厅,广州市,94.0,4.7,08:00-14:30 17:00-21:00,"话梅圣女果,锦绣刺身拼盘,港式老娘叉烧,珍珠脆皮咕噜肉,九江双蒸白贝波士顿龙虾,金牌脆皮烧鹅,樱桃鹅肝,金鲍汁10头溏心干鲍鱼,广府白切鸡,双人餐",25,90.0,113.550227,23.325526,20
B0FFG74AF3,麦当劳(广州塔餐厅),阅江西路222号地面(广州塔地铁站出入口步行170米),麦当劳,广州市,32.0,4.7,07:00-23:00,"铁板原味鸡腿堡,新款大雪糕,朱古力新地,双层板烧鸡腿堡,黄金馒头,麦香鱼汉堡,麦乐酷,那么油鸡排,蜜豆精灵,蚊早餐",8,25.0,113.324799,23.105768,20
B0FFFWO3OA,哥林多(荔湾店),西华路223-4号(彩虹桥地铁站A口步行310米),快餐厅,广州市,11.0,4.8,06:30-19:00,"三明治,下午茶,小吃快餐",5,15.0,113.247699,23.132292,20
B0FFLI77QK,民记煲仔饭(北京路步行街店),惠福东路452号,中餐厅,广州市,27.0,4.6,10:30-22:00,"煲仔饭,牛肉",5,20.0,113.265251,23.120474,20
B00140H2HN,珍珍小食店(西华路),西华路183号1层(彩虹桥地铁站A口步行190米),中餐厅,广州市,20.0,4.5,06:30-02:00,"牛腩粉,牛舌牛筯双拼河粉,猪肠牛腩双拼米粉,牛舌牛腩双拼河粉,牛筋,猪肠粉,牛筋猪肠啫珍珠粉,牛三星汤,酸萝卜,牛肉",5,15.0,113.246717,23.132404,20
B0FFGTFBHR,凌记(中山8路店),泮塘路13号(仁威庙对面),中餐厅,广州市,13.0,4.6,06:30-22:00,"招牌濑粉大,椰子冻糕,三酱肠粉,五香炸鱼皮,芒果冻糕,三酱猪肠粉,冻糕,腩汁猪肠粉,传统萝卜糕,炒糯米饭",5,15.0,113.236414,23.122953,20
B00140NXD4,粥旺庄(芳村店),鹤洞新马路26号,中餐厅,广州市,69.0,4.7,11:00-14:00 17:00-21:00,"鸡肉,烧鹅,牛肉,大排档,大包,粤菜",25,60.0,113.250154,23.081391,20
B00141KG1C,麦当劳(中二横路分店餐厅),小谷围街中二横路1号高高新天地商业广场第一期一层1028商铺,麦当劳,广州市,18.0,4.9,24小时营业,"超值午餐,咖喱板烧鸡腿堡,超值早餐,经典麦辣鸡腿汉堡,玫荔味圆筒冰淇淋,烟肉蛋麦满分配脆薯饼,柠檬红茶,奶油坚果蛋牛堡套餐,大脆鸡腿堡,培根蔬萃双层",5,20.0,113.392003,23.061093,20
B0K3FSN1D7,胖明粉馆,江南西路润汇大厦一楼1036号铺(背面丘大叔旁),中餐厅,广州市,37.0,4.8,11:00-24:00,"猪肝,螺蛳粉,米粉,猪肉,小吃快餐",5,15.0,113.269677,23.095014,20
B0FFFD8NPD,阿姨牛杂,北京路南胜东里5号(北京路地铁站A2口步行400米),快餐厅,广州市,20.0,4.5,12:00-20:00,"牛肉,牛杂",5,15.0,113.268924,23.120272,20
B00141JINH,云腾砂锅粥,龙津东路713-715号(陈家祠地铁站B口步行480米),中餐厅,广州市,49.0,4.5,17:00-03:00,"鲜虾蚝仔粥,云腾鸡中翅,蒜香虾,蚝仔粥,鲜虾粥,砂锅粥,煎蚝仔蛋,烧汁鱿鱼筒,招牌蒜蓉虾,干炒牛河",25,45.0,113.248883,23.122594,20
B0FFKS3NTM,茶与海南鸡饭,亚龙湾旅游区博后北路1号小康广场1号,餐厅,三亚市,46.0,4.2,11:00-14:30 17:00-21:00,"海南鸡饭套餐,海南酸豆汁,话梅番茄,草莓薄荷冰饮,文昌鸡,盐焗鸡,海南鸡饭,海南菜",15,40.0,109.620306,18.246176,899
B0G1B79SLQ,侬仔文昌鸡·海南鸡饭(蜈支洲后海店),渔港路藤海社区西村三小组143-3号1楼,餐厅,三亚市,77.0,4.3,10:30-22:00,"鸡肉,海南菜",15,40.0,109.727051,18.271999,899
B0HAOAGI3X,应天承海南鸡饭(乐天城店),荔枝沟同心路11号,中餐厅,三亚市,31.0,4.3,07:00-22:00,"双人餐,单人餐,油条,海南鸡饭",5,20.0,109.537624,18.295995,899
B0JBGKBB0N,侬仔文昌鸡饭·椰子鸡(百花谷店),亚龙湾路百花谷商业中心2幢1层201号,中餐厅,三亚市,72.0,4.2,10:00-22:00,椰子鸡,15,40.0,109.643703,18.232294,899
B0FFG817B8,香格里拉度假酒店-厨艺舞台(Chuyiwutai),海棠北路88号香格里拉度假酒店棕榈大楼一楼,中餐厅,三亚市,165.0,4.1,07:00-22:00,"海味粉丝煲,烤猪肘,面包,寿司,大闸蟹,蛋糕,萝卜牛腩,酸奶,西芹墨鱼仔,紫薯",5,90.0,109.742522,18.35063,899
B0KKBX2SY6,应天承海南鸡饭(团结街店),团结街47号,中餐厅,三亚市,24.0,4.7,07:00-22:00,"鸡鸭鹅猪肚三拼,后安粉,海南鸡饭,糟粕醋粉,椰子鸡汤,粽子,双人餐,单人餐,油条,猪肚",5,20.0,109.502712,18.254094,899
B0G3JG1HEC,海之南海南鸡饭,大东海鹿岭路口红绿灯海之南海南鸡饭,中餐厅,三亚市,53.0,3.9,07:00-23:00,"海南鸡饭,中餐",10,25.0,109.519875,18.225608,899
B0KUR7BD11,鑫达海南鸡饭,新城路椰风海韵4号铺,中餐厅,三亚市,27.0,4.1,06:30-23:00,"鸡肉,小吃快餐",5,15.0,109.421534,18.291482,899
B0J0YDRGJ8,阿海哥海南鸡饭店,大东海华豫苑阿海哥海南鸡饭,中餐厅,三亚市,42.0,4.0,,"海南鸡饭,中餐",5,25.0,109.522118,18.224583,899
B0FFHU18ET,隆实正宗文昌鸡饭(羊栏分店),羊栏村羊栏路78号,快餐厅,三亚市,18.0,4.4,06:00-21:45,小吃快餐,5,15.0,109.452592,18.300745,899
B0FFILERHA,方掌柜·主席武昌鱼·湖北菜(黄鹤楼百年店),"彭刘杨194号,维也纳3好酒店旁",中餐厅,武汉市,69.0,4.6,10:00-14:30 16:30-21:30,"泡蒸鳝鱼,双味武昌鱼,沔阳三蒸,泉水武昌鱼,蒜蓉大虾,双人餐,特色菜,五花肉,红烧肉,牛肉",25,60.0,114.298573,30.53971,27
B0FFKMQG8I,陳掌柜·地道湖北菜武昌鱼(黄鹤楼店),体育街18号-3号,中餐厅,武汉市,95.0,4.7,11:00-16:00 16:30-23:00,"陈氏红烧肉,黄陂三鲜,祖传石锅武昌鱼,活渡鲈鱼,砂锅牛骨头,手工三鲜豆腐,三色大白刁,古法黄豆焖蹄花,熊猫椰椰斑斓冻,干锅手撕鸡",25,70.0,114.304002,30.538976,27
B0FFGHGHW5,楚地三宝·地道湖北菜武昌鱼(黄鹤楼店),都府堤2号附18号(距地铁5号线司门口黄鹤楼站C口步行500m),中餐厅,武汉市,49.0,4.6,11:00-23:00,"干煸藕丝,香酥藕夹,蟹脚热干面,排骨藕汤,清蒸武昌鱼,红烧武昌鱼,荆州养胃茼蒿糊,香菜拌牛肉,香辣螺蛳肉,松滋鸡",25,60.0,114.298192,30.548609,27
B0K65SHFON,元宝纸上烤鱼·地道湖北菜·武昌鱼(黄鹤楼店),楚材小区6栋1层3号,中餐厅,武汉市,52.0,4.6,11:00-24:00,"红糖糍粑,牛蛙爱上虾,凉拌毛豆,干锅基围虾,清蒸武昌鱼,武昌鱼,烤鱼,地方菜",15,60.0,114.300707,30.547406,27
B001B1BPCD,小凤庭·地道湖北菜武昌鱼(黄鹤楼店),忠孝门1栋1层(小东门地铁站B1口步行80米),中餐厅,武汉市,78.0,4.4,09:30-23:30,"松滋鸡,小炒黄牛肉,土黄瓜烧鳝鱼,猪肚鸡汤,肉酱有机豌豆苗,砂锅凤爪,甲鱼烧牛鞭,陈氏蟹钳面,蒸虾,洪湖野藕排骨汤",25,60.0,114.317255,30.543758,27
B0FFFDCYR1,好食寨农家菜湖北藕汤武昌鱼(黄鹤楼店),双柏前街附16号,中餐厅,武汉市,40.0,4.6,09:00-20:00,"水煮鱼,油焖大虾,土豆丝,蒜蓉龙虾,香甜米饭,香干,特色菜,农家菜,牛肉,大排档",25,60.0,114.309461,30.548833,27
B001B16Y55,一品味庄·地标武昌鱼·藕汤湖北菜(黄鹤楼店),首义路街办事处彭浏杨路232号首义园区,中餐厅,武汉市,58.0,4.1,09:00-23:00,"葱烧武昌鱼,牛三鲜火锅,筒子骨藕汤,干煸藕丝,鱼香肉丝,青椒南瓜丝,酸辣藕带,有机花菜,豆丝辣椒蒸火培鱼,泡菜苕粉肉丝",25,60.0,114.304036,30.539265,27
B0FFG2HCQZ,楚地三宝·武昌鱼湖北菜(户部巷店),户部巷自由路18号(距地铁5号线司门口黄鹤楼C口步行450m),中餐厅,武汉市,52.0,4.7,11:00-23:00,"毛肚,虾滑,鸭脖,珍珠藕丸,脆笋炒肉,红烧肉,汤包,荆楚三鲜,香辣螺蛳肉,皮蛋拌豆腐",25,60.0,114.298198,30.548224,27
B0JA4MVHG1,不仔客海鲜海景餐厅(亚龙湾店),亚龙湾中心广场西商亭区B-21号铺位,中餐厅,三亚市,100.0,4.8,11:00-22:00,"高压锅生蚝,海胆豆腐煲,黄金海胆豆腐煲,菠萝炒饭,黄金酱蟹面,招牌香辣蟹面,生啫定安黄牛肉,帝王蟹一菜三吃,和乐蟹粉丝煲,野生罗氏虾",25,90.0,109.645324,18.229738,899
B0GR6UZ1TB,林姐香味海鲜(海棠湾店),风塘路宜润水果超市旁,中餐厅,三亚市,231.0,4.9,10:30-22:30,"椒盐皮皮虾,清蒸石斑鱼,香辣蟹,辣炒芒果螺,清蒸宝波士顿龙虾,辣炒蛏子螺,招牌青椒蟹,招聘香辣蟹,清蒸波士顿龙虾,东方烤乳猪",25,90.0,109.731839,18.357254,899
B0G34UQKG6,嗲嗲的椰子鸡(椰梦长廊店),三亚湾路13号兰海花园2期,中餐厅,三亚市,124.0,4.7,11:00-22:00,"男友牌墨鱼仔,海南黑猪肉粽,香煎马鲛鱼饼,椰子冻,鸡肉,椰子鸡",25,60.0,109.486917,18.267395,899
B0G21D6UU9,海南椰子鸡饭店(大东海店),海韵路金茂海景花园11-4,中餐厅,三亚市,64.0,4.7,10:30-22:30,"炒饭,鸡肉,海南菜",15,40.0,109.51989,18.223123,899
B0J2Y5K49A,醋小椰·椰子鸡·糟粕醋(三亚湾店),三亚湾路三亚湾蓝色海岸商铺Bc段B-12号商铺,中餐厅,三亚市,117.0,4.8,11:00-22:30,"椰子鸡糟粕醋鸳鸯锅大转盘,海南老盐·盐焗鸡,斑斓海胆豆腐煲,椰蓉椰子糕,香糯椰子饭,海南水果冰,美大-椰子鸡糟粕醋,原味椰子鸡,AAAA上品雪花肥牛,招牌蟹子虾滑",25,90.0,109.485405,18.268742,899
B0J6G7Q1QD,阿龙海鲜农家乐(南山店),港口公路2号,中餐厅,三亚市,107.0,4.9,10:30-23:30,"炒饭,特色菜,豆腐,皮皮虾,现捞,香辣蟹,生蚝,龙虾,柠檬茶,椒盐皮皮虾",25,90.0,109.148816,18.310338,899
B0G3LDGNUU,不仔客海鲜270度海景餐厅,榆亚路1号港湾城南区3楼13号商铺,中餐厅,三亚市,163.0,4.8,11:00-22:00,"波士顿龙虾,皮皮虾,石斑鱼,海胆豆腐煲,红焖东山羊,清蒸波士顿龙虾,野生罗氏虾,和乐蟹粉丝煲,椒盐皮皮虾,海鲜荟萃",25,90.0,109.528508,18.221016,899
B0KD69GGRC,田大厨·老字号·正宗海南菜(亚龙湾店),龙塘路4号B1-3,中餐厅,三亚市,130.0,4.9,11:00-22:30,"香辣野生海鲜,古法蒸石斑鱼,蒜蓉粉丝蒸波士顿龙虾,椒盐皮皮虾,海鲜拼盘蒜蓉粉丝蒸,莺歌海盐焗花螺,双人餐,龙虾,海鲜料理",25,90.0,109.644394,18.234212,899
B0FFIMWS91,嗲嗲的椰子鸡,大菠萝后面那栋3楼,中餐厅,三亚市,100.0,4.7,11:00-22:00,"椰子冻,香煎马鲛鱼饼,海南黑猪肉粽,招牌椰子鸡,男友牌墨鱼仔,鸡肉,牛肉,椰子鸡",25,60.0,109.528645,18.222234,899
B0H2GAVBPO,椰梦·海鲜糟粕醋·椰子鸡(大东海店),榆亚路海天荟源大厦103号铺面,中餐厅,三亚市,80.0,4.8,11:00-22:30,"海鲜拼盘,生蚝,海发菜,蒜香排骨,椰汁牛肉,糟粕醋,椒盐海虾,文昌鸡,糟粕醋锅底,生蚝鹌鹑蛋",25,90.0,109.522717,18.224406,899
B0HRS5QH16,星巴克(三亚滨海世界店),亚龙湾国家旅游度假区亚龙湾滨海公园湾里商业街2栋自编B-09号商铺,咖啡厅,三亚市,31.0,4.8,07:00-22:00,"下午茶,咖啡",5,25.0,109.644928,18.230734,899
B0H1JUOQZW,喜家港式茶餐厅(一丰禾生活广场店),三亚湾新城路一丰禾生活广场一楼103号铺,餐厅,三亚市,93.0,4.6,11:00-21:00,"菠萝包,下午茶,柠檬茶,现磨咖啡,自助餐,中餐",15,45.0,109.418131,18.292275,899
B0FFKUGILN,三亚丽禾温德姆酒店·大堂吧,新城路93号三亚温德姆华美达广场酒店1层大堂,餐厅,三亚市,224.0,4.4,10:00-23:30,"鸡尾酒,蛋挞,提拉米苏,鲜榨果汁,夜宵",5,45.0,109.430813,18.291069,899
