restaurant_id,restaurant_name,restaurant_address,restaurant_type,city_name,avg_price,rating,business_hours,recommended_food,queue_time,consumption_time,longitude,latitude,citycode
B0FFIQ14ZV,文昌小老弟·非遗糟粕醋老字号(明珠创始店),河西路249号明珠广场后门,中餐厅,三亚市,68.0,4.7,10:00-22:30,"牛肉,发菜,白菜,鱿鱼仔,鸡肉,海南特色菜",25,60.0,109.505056,18.257381,899
B0H2AA5LL8,琼肴记(海角院子美食汇店),中海路3号海角院子,中餐厅,三亚市,99.0,4.8,11:00-23:00,"沙虫捞饭,刺鲍鱼炖老鸡汤,紫苏碌碌加积鸭,火山口野菜豆腐,古早手工酸豆汁,藤桥黑猪排骨,炭烧温泉鹅,福禄鲍鱼文昌鸡,疍家黄豆酱蒸龙蛇,琼肴革命菜",25,90.0,109.444141,18.288882,899
B0G3ZZQLGP,小院椰子鸡(海角院子美食汇店),中海路3号,中餐厅,三亚市,91.0,4.6,11:00-23:00,"鸡肉,椰子鸡",15,45.0,109.444228,18.288832,899
B0LB1RZPZC,八方海鲜·八方烧烤,鲜芒购物中心大门进入停车场到美食珠宝街进入30米右手边HA12-13,中餐厅,三亚市,94.0,4.7,15:30-01:00,"海鲜大咖,海产品",25,90.0,109.485826,18.273712,899
B0JGF5PJSI,文昌小老弟糟粕醋•海南椰子鸡椰奶鸡(三亚湾外贸路店),外贸路海湾公寓1102铺面,中餐厅,三亚市,107.0,4.6,11:00-23:00,"牛肉,鸡肉,糟粕醋",25,60.0,109.494928,18.263046,899
B0FFF6N8EW,御汤厨砂锅米线(和平街店),河西区街道解放二路316一3号,中餐厅,三亚市,16.0,4.6,09:00-22:30,"砂锅肥肠米线,砂锅牛肉米线,砂锅排骨米线,砂锅肥肠米,砂锅肥肠面,砂锅排骨米,米线,砂锅米线",5,20.0,109.506303,18.244109,899
B0KA2SE3BT,御汤厨砂锅米线(荔枝沟店),荔枝沟路95-3号,中餐厅,三亚市,19.0,4.3,09:00-22:30,"砂锅米线,小吃快餐",5,15.0,109.523235,18.295644,899
B0LAONIFMS,正宗砂锅米线(和泓假日阳光店),吉阳大道285号和泓假日阳光,中餐厅,三亚市,23.0,4.0,07:30-22:30,米线,5,20.0,109.617316,18.311523,899
B0HRHG1S68,彭记砂锅米线面,天涯桶井市仔小组550号,中餐厅,三亚市,25.0,3.9,10:00-24:00,中餐,5,20.0,109.39318,18.297047,899
B0FFGLPNWE,云南米线·麻辣烫,吉阳大道37-1号附近,快餐厅,三亚市,25.0,3.9,,"麻辣烫,小吃快餐",5,15.0,109.589395,18.284286,899
B0FFFGPYVO,正宗万宁鹅鲜鱼汤,春光路春光四巷15号,中餐厅,三亚市,112.0,4.7,09:30-21:30,"地瓜叶,大虾,扒皮鱼,扣肉,排骨,海干索鱼,清炒葫芦瓜,白菜,皇帝菜,石斑鱼",15,45.0,109.516309,18.262934,899
B0FFGXNWOD,港门正宗鲜鱼汤,育德巷第二市场对面,中餐厅,三亚市,28.0,4.4,06:30-20:30,"尖椒炒鸭胗,酸菜炒猪肚,酸菜尖椒炒猪尾,猪舌头,回锅肉,鱼汤,油条,炒粉,海鲜",5,25.0,109.502198,18.25739,899
B0FFF4UD90,老饭店,回新路与凤城二巷交叉口东南160米,中餐厅,三亚市,110.0,4.4,10:00-22:00,"鱼汤,大排档,中餐",15,60.0,109.479038,18.281084,899
B0FFL6ZC7A,疍家兴记烧烤,南边海路174号,中餐厅,三亚市,111.0,4.2,18:15-02:00,"牛肉,烤串",25,60.0,109.50859,18.224491,899
B0GRU56CP8,优鲜鱼汤(桶井店),天涯桶井村委会市仔小组358号,中餐厅,三亚市,39.0,4.5,10:00-22:00,"鲜鱼汤,汤锅",5,25.0,109.393116,18.297023,899
B0G1Y7SMHX,文昌糟粕醋&鲜鱼汤(明珠店),解放路604-4号,快餐厅,三亚市,22.0,4.6,09:00-21:00,"特色小吃,糟粕醋,小吃快餐",5,15.0,109.504002,18.25586,899
B0FFIBKQ6T,开存鲜鱼汤店(金鸡岭店),金鸡岭社区西三巷4号楼101室,中餐厅,三亚市,15.0,4.2,10:00-21:00,"鲜鱼汤,中餐",5,20.0,109.498798,18.284173,899
B0FFI83EB6,起义门回民烧烤(拦江路店),国博大道7号附5号,中餐厅,武汉市,58.0,4.5,16:30-02:00,"铜锅涮羊肉,鸡爪,炒花甲,油焖大虾,烤羊腰,秘制烤羊排,羊腿,喜头鱼,碳烤红柳羊肉串,碳烤羊筋",25,60.0,114.264796,30.541792,27
B0FFF4ALQE,起义门回民烧烤(团结大道)(暂停营业),团结新村北区西北门西南220米,中餐厅,武汉市,74.0,4.5,16:00-03:00,"烤串,羊汤,大排档,牛肉,羊肉,宵夜,羊肉串",25,60.0,114.34545,30.580171,27
B0FFFQI6R7,起义门回民烧烤(东方花城店),古田路41号东方花城,中餐厅,武汉市,71.0,4.0,17:30-22:00,"羊排,烤串",15,45.0,114.201525,30.589888,27
B0HA6P5PE1,起义门回民烧烤(怡华苑店),怡华苑西门东北160米,中餐厅,武汉市,70.0,4.2,,清真菜,10,40.0,114.356986,30.615763,27
B0LBR7KL0T,鱼痴渔醉私房菜(汉阳江滩店),知音大道汉江江滩公园内,中餐厅,武汉市,98.0,4.6,11:00-14:00 17:00-21:00,"家烧武昌鱼,荆沙鲶鱼,酱椒鱼头,开胃鳝糊,梅干菜烧蹄花,明星粉条饼,青椒焖老鸭,红烧鮰鱼,粉蒸武昌鱼,红烧岩鱼",25,75.0,114.238566,30.569686,27
B0IUOCA7ZU,鮰味餐厅(澳门路店),澳门路276号(香港路地铁站D口步行310米),中餐厅,武汉市,78.0,4.6,11:00-14:00 16:30-21:00,"恩施腊蹄炖小土豆,青椒爆鳝丝,干锅四季豆牛肚,蓝莓山药,土法洪湖烧麻鸭,鮰味毛血旺,小炒肉,家常菜,鸡肉,毛血旺",25,60.0,114.288407,30.605455,27
B0J2JM06RB,三昧砂锅·湖北菜·招牌烧鮰鱼(昙华林店),昙华林a-f2-11号铺,中餐厅,武汉市,68.0,4.7,11:00-15:30 16:30-21:30,"螃蟹,鸡肉,豆腐,牛肉,玉米,猪肉,双人餐,拌饭,家常菜,湖北菜",25,60.0,114.315994,30.551547,27
B0K3YZY9TW,海风烧烤海鲜大排档,丰福路与园林路交汇处的武丰佳园2期项目商业3号楼1楼10-11号铺,中餐厅,武汉市,85.0,4.7,16:00-02:00,"烤鱼,海鲜烧烤,羊肉,宵夜,炒饭,烤串,小龙虾,大排档,海鲜大排档,羊肉串",25,90.0,114.377227,30.603537,27
B0H2R52PYT,九九缘鮰鱼品鉴馆,月湖街办事处琴台大道388号中央公园华园路,中餐厅,武汉市,100.0,4.6,10:00-21:30,"鸡肉,湖北菜",25,60.0,114.240367,30.565985,27
B0HBTZ2HNK,沈记胡椒猪肚鸡(富兴店),厦禾路1126-16号(厦门京华酒店旁),中餐厅,厦门市,69.0,4.6,10:00-23:00,"鸡肉,猪肚鸡",15,40.0,118.119935,24.472996,592
B0HUGCQZ1P,海富胡椒猪肚鸡(海沧总店),海富路51-53号,中餐厅,厦门市,71.0,4.5,10:00-01:00,"胡椒猪肚鸡,猪肚鸡,丸子,虾滑,炒河粉,中餐",15,40.0,118.035892,24.490347,592
B0FFGPUZTD,阮记胡椒猪肚鸡(福满山庄店),莲前东路675、677号,中餐厅,厦门市,71.0,4.3,09:30-23:00,"浓香牛肉瓦饭,野生菌组合,粉丝,肥牛,野生虫草花猪肚鸡,香煎河田鸡,皇上皇腊味瓦煲饭,香菇排骨瓦煲饭,猪肚鸡,鸭肠",25,60.0,118.165019,24.475156,592
B025004LG8,福兴记胡椒猪肚鸡客家私房菜(禾祥西店),禾祥西后滨路47号,中餐厅,厦门市,66.0,4.4,10:00-22:00,"虫草花猪肚鸡,经典胡椒猪肚鸡,煲仔饭,胡椒猪肚鸡,私房菜,闽菜",15,45.0,118.098019,24.467533,592
B0H0BS0I8D,福年记胡椒猪肚鸡(长青路店),长青路3号通宝大厦一楼,中餐厅,厦门市,63.0,4.4,10:30-22:30,"客家菜,猪肚鸡,胡椒猪肚鸡",15,45.0,118.119375,24.487044,592
B0FFKUJQBF,广味胡椒猪肚鸡(兴海苑店),沧虹路190号,餐厅,厦门市,62.0,4.2,10:00-23:00,"鸡肉,胡椒猪肚鸡,双人餐,猪肚鸡",10,25.0,118.03853,24.497968,592
B0FFITZ8GM,沈记胡椒猪肚鸡(杏林总店),杏林东路29号,中餐厅,厦门市,77.0,4.5,10:00-02:30,"煲仔饭,牛肉,猪肚鸡",15,45.0,118.04923,24.563447,592
B02500QFWV,福又记胡椒猪肚鸡(东方巴黎广场店),嘉禾路344号之20-21,中餐厅,厦门市,66.0,4.1,10:00-02:00,"腊肠,胡椒猪肚鸡,猪肚鸡,煲仔饭",15,40.0,118.129875,24.493025,592
B0GKMURE6S,福嵘记胡椒猪肚鸡(鑫荣苑店),沧林三路105号,中餐厅,厦门市,78.0,4.2,08:00-01:00,"胡椒猪肚鸡,中餐",10,40.0,118.033303,24.488712,592
B0I0NS64QP,阮记胡椒猪肚鸡(厦门万佳东方酒店店),虎园路4-1-107,餐厅,厦门市,57.0,3.8,11:00-23:30,"胡椒猪肚鸡,猪肚鸡",10,25.0,118.092483,24.453936,592
B0K3RRYGKJ,双合园.海鲜水饺青岛菜(上街里店),四方路39号,中餐厅,青岛市,81.0,4.7,11:00-14:30 17:00-20:30,"东北大拉皮,油泼大鲈鱼,香煎虾饼,柠檬酸辣笔管鱼,双合蛤蜊鸡,深海野油大黄鱼,全家福水饺,双合大肠,墨鱼水饺,稻香肉",25,60.0,120.32069,36.070407,532
B0LDP5VMLJ,等俺船靠岸·老船蒸鲜·渔家菜(全球创始店),清远路1号,中餐厅,青岛市,73.0,4.8,10:30-22:30,"老式青岛炸肉,海肠捞饭,大虾疙瘩汤,当家稻香肉,蒜蓉烤小生蚝,活海参,香辣甜虾,烤笔管鱼,帝王蟹,笔管鱼小白菜",25,60.0,120.391559,36.06027,532
B0K65UJYTL,前海沿·青岛菜(中山路天主教堂店),中山路67号悦喜客来广场F2层,中餐厅,青岛市,67.0,4.7,10:30-21:30,"压锅虾膏豆腐,蒜蓉蒸特大生蚝,家常菜,韭菜,特色菜,海肠捞饭,鸡肉,鲁菜",15,45.0,120.319203,36.067331,532
B0FFINNTV4,即墨印象,长江一路577号,中餐厅,青岛市,101.0,4.8,09:30-14:00 16:30-20:30,"稻香肉,金牌碟鱼头,炉火烤生蚝,黄米烙,水煮肉片,马山炒鸡,豆腐,面食,鸡肉,鲁菜",25,60.0,120.422703,36.375568,532
B0LADZ8TW5,望海餐厅·地标青岛菜,清远路1号,中餐厅,青岛市,77.0,4.8,10:30-22:00,"老青岛古豆豉酱蒸黄花鱼,擂辣椒海参小炒肉,翡翠贝丁炒淮山,爱马仕辣椒小炒鲍鱼,黑松露海胆黄金土豆条,海肠捞饭,鲍鱼山东炒鸡,胶东小炒笔管鱼,传统杏香烹汁仔排,椒麻小海鲜",25,90.0,120.391111,36.060521,532
B0JRXUXRDY,波螺油子(上街里),潍县路19号太兴里L3-1(中山路地铁站D口步行240米),中餐厅,青岛市,93.0,4.8,10:30-21:30,"油泼深海黄花鱼,老青岛炸肉,雪花肉烧口蘑,青岛独有袋装原浆,潍县萝卜丝丸子,青岛大虾锅贴,秘制腌鲍鱼,海怪酱炒扁豆丝,海肠捞饭,麻辣小波螺（海螺）",25,60.0,120.320266,36.069567,532
B0FFJ080LT,双合园·海鲜水饺青岛菜(金茂湾店),四川路23号金茂湾购物中心F4层,中餐厅,青岛市,73.0,4.7,11:00-15:00 17:00-21:00,"家常菜,大排,鸡肉,虾仁,蛤蜊,虾饼,海肠捞饭,茄子,爆米花,海鲜",25,60.0,120.300381,36.066677,532
B021409YUQ,蓝港海鲜厨房(CBD店),徐州路186号CBD店,中餐厅,青岛市,98.0,4.9,11:00-14:00 17:00-22:00,"果木烤鸭,美极笔管鱼,榴莲酥,剔骨肉拌茄子,虾仁饺子,蓝港虾饺子,毛血旺,辣炒小公鸡,鹅肝酱茶树菇,蓝港虾水饺",25,90.0,120.376294,36.093401,532
B0IRJ7MNH9,前海沿·青岛菜(台东万达店),台东三路63号,中餐厅,青岛市,74.0,4.7,10:30-21:30,"压锅虾膏豆腐,蒜蓉蒸特大生蚝,鸡肉,家常菜,鲁菜",15,45.0,120.355251,36.081883,532
B0KUD56SJR,33号大院·青岛本帮菜(五四广场店),香港中路31号银座商场6层(浮山所地铁站C口旁),中餐厅,青岛市,56.0,4.7,10:30-22:00,"蒜蓉烤大生蚝,老醋蛰头,海怪酱扁豆丝,辣炒小鲍鱼,笔管鱼小白菜,辣炒走地鸡,辣炒大肠,油淋罗马生菜,红烧肉,毛血旺",25,60.0,120.391323,36.066456,532
B0G10LIGKA,禾斗海鲜自助旗舰店(市南银座店),香港中路31号银座商城L4层,中餐厅,青岛市,198.0,4.7,11:00-14:00 17:00-22:00,"现磨咖啡,海蟹,海螺,螃蟹,蛋挞,铁板牛仔骨,芝士大虾,美式寿司,三文鱼,水煮鲍鱼",25,90.0,120.391336,36.066401,532
B0K6KH31B7,33号大院·青岛本帮菜(青岛旗舰店),南京路2号乙1楼和2楼(瑞幸咖啡隔壁),中餐厅,青岛市,65.0,4.9,10:30-22:00,"油泼黄花鱼,酱焖杂鱼锅,油泼多宝鱼,青岛烤鱿鱼,大虾疙瘩汤,老青岛炸肉,蒜蓉烤小生蚝,油泼扇贝,香辣烤鱿鱼,毛血旺",25,60.0,120.390619,36.065411,532
B021409SM2,双合园·海鲜水饺青岛菜(上清路店),上清路12号,中餐厅,青岛市,67.0,4.8,11:00-15:00 17:00-21:00,"肉三鲜饺子,彩虹水饺,葱爆海肠,海三鲜饺子,鲅鱼饺子,肉丝拉皮,鱼香肉丝,京酱菠菜,辣炒蛤蜊,素黄瓜饺子",25,45.0,120.358487,36.073566,532
B001B1F701,长寿村韩国料理(神龙大道),神龙大道佳和馨居商业街19-4号,韩国料理,武汉市,58.0,4.2,09:30-22:00,"韩国料理,韩式烤肉",15,60.0,114.155678,30.500125,27
B0KRORQOAQ,翠孃孃老火锅(春熙路老店),永兴巷15号附1号(熊猫邮局旁50米),中餐厅,成都市,102.0,4.5,11:00-24:00,"四喜水果鲜肉丸,毛肚鸭肠双拼,柠檬千层肚,喷火芝士鲜肉丸,丝丝蟹柳,老茶泡鱿鱼,三嬢嫩肉片,杨枝甘露,老火锅,四川火锅",25,90.0,104.078075,30.661312,28
B0FFF29NIM,川西坝子(金沙1.0直营店),黄苑街6号,中餐厅,成都市,80.0,4.8,10:30-24:00,"精品千层肚,熟牛肉,虾滑,川西毛肚,鲜猪黄喉,冰镇豆花,鲜鸭肠,鸳鸯锅,雪花肥牛,现炸酥肉",25,90.0,104.012314,30.686623,28
B001C7SZJI,水碾河刘老大串串香(水碾河路店),水碾河路26号(近蜀都大道),中餐厅,成都市,60.0,4.7,11:30-24:00,"特色原汤碟,牛肉,鹌鹑蛋,脆骨,掌中宝,脑花,火锅粉,土豆片,兔腰,排骨",25,60.0,104.101388,30.647077,28
B0KA29I1KH,蓉城江湖市井火锅(春熙路直营店),东大街下东大街段21号附23号香槟广场二楼,中餐厅,成都市,82.0,4.7,10:30-02:00,"鳝鱼,卤肥肠,金桔柠檬,自制酸梅汤,鲜切牛肉,番茄鸳鸯锅,现炸酥肉,芒果绵绵冰,红锅,满杯百香果",25,90.0,104.079257,30.652666,28
B0G0V1MPMO,蜀大侠·侠客印象(园林博物馆店),金泉路8号易园园林艺术博物馆内(金牛宾馆旁),中餐厅,成都市,114.0,4.7,11:00-23:00,"天鹅酥,M9澳洲肥牛,活体木耳,椰汁牛肉,跑山羊肋排,妃子笑,牛肉,虾滑,毛肚,火锅",25,90.0,104.014722,30.717158,28
B0JKGZ21GM,冯校长老火锅(金融城直营三店),成南路与锦晖西二街交叉口,火锅店,成都市,115.0,4.8,11:00-04:00,"耙芋儿,清油毛肚,屠场鲜毛肚,冷锅鸭血,土地土鸭肠,双椒牛肉,酱香大骨,浇汁蹄花,番茄嫩肉片,大坨耙牛肉",25,90.0,104.053997,30.585007,28
B0FFFA3Y8E,闲亭(峨影店),清江路360(峨眉电影城),川菜,成都市,196.0,4.7,11:00-13:30 17:00-21:00,"盐菜炒汤圆,土豆烧甲鱼,飘香黑松花,酸汤江团,铁板牛仔骨,鲍汁全家福,白果炖鸡汤,石板肥牛,石板鲈鱼,粉丝扇贝",25,90.0,104.024153,30.671039,28
B0I1YH8JNH,川西坝子(交子大道3.0直营店),交子大道456号(交子大道地铁站D口步行140米),中餐厅,成都市,106.0,4.7,10:30-24:00,"郡花,梅花猪颈肉,冰镇黄喉,十秒黄牛肉,特烹毛肚,鸭血,虾滑丸,超芒梦龙雪花冰,鲜千层肚,特烹千层肚",25,90.0,104.052324,30.582549,28
B0I0US6VZ6,锦燚火锅,万象南路669号1栋3层,中餐厅,成都市,124.0,4.9,11:00-14:00 17:00-22:00,"菌菇拼盘,田园时蔬拼盘,雪花和牛,功夫厚腰片,毛肚千丝,春雷笋,龙胆石斑姿造,顶级和牛小排,霜降和牛上脑,极品鲜鸭肠",25,90.0,104.049748,30.586394,28
B0H0SX7JLY,孙婆婆美蛙兔火锅(小关庙店),昭忠祠街119号(红星桥地铁站D口步行480米),中餐厅,成都市,74.0,4.8,12:00-24:00,"牛肉,肥肠,串串,素菜,火锅",25,60.0,104.087266,30.667415,28
B0J3X4UZ08,龙户人家串串香(新街里店),荟锦路166号,中餐厅,成都市,82.0,4.7,11:00-02:00,"串串香,牛肉,串串,成都串串香",25,60.0,104.055386,30.591022,28
B001C7Y028,玉林串串香(总店),玉林街26号附23号(倪家桥地铁站E口步行350米),中餐厅,成都市,75.0,4.5,09:00-03:30,"冬瓜,有膏濑尿虾,白萝卜,贝类,鸡冠,白贝,蚌仔,空心菜,毛肚,有膏尿虾",25,60.0,104.062106,30.626662,28
B001C7WBM6,胡记串串香(星辉路店),星辉中路3号附1-6号,中餐厅,成都市,46.0,4.7,10:00-02:00,"麻辣牛肉,不辣的牛肉,排骨,郡肝,五香牛肉,土豆,千层肚,脆豆腐,鬼肉魔芋片,泡椒牛肉",25,60.0,104.084176,30.674058,28
B0J0AZ9XDC,串天下·火锅串串自助(全球旗舰店),成都高新区丽景路,中餐厅,成都市,89.0,4.8,11:00-14:00 17:00-23:00,"寿司,牛肉,串串香",25,90.0,104.053105,30.534441,28
B001C7UWD3,串根香草本串串(总店),正北中街158号,中餐厅,成都市,47.0,4.7,11:30-13:30 17:00-01:00,"牛肉,折耳根,掌中宝,金针菇,毛肚,鬼肉魔芋片,珺干,素菜,干碟,印度飞饼",25,60.0,104.06128,30.512319,28
B001C7SMQ5,龙户人家串串香(龙福苑店),双安东巷1号附4、5号,中餐厅,成都市,75.0,4.7,11:00-02:00,"掌中宝,鸡爪,串串,牛肉,串串香,成都串串香",25,60.0,104.01773,30.643317,28
B0FFG7FS4E,口口香串串(新华社区北区店),新鸿南路77号新华社区33栋(新龙苑对面),中餐厅,成都市,63.0,4.6,17:00-22:30,"牛肉,串串香",25,60.0,104.109432,30.659705,28
B0G2X9OGNV,玉林串串香(春熙店),总府路23号,中餐厅,成都市,83.0,4.7,10:30-01:00,"牛肉,串串,串串香",25,60.0,104.078148,30.658527,28
B0FFHCP6DT,牛签签串串香(IFS店),小科甲巷1号一栋3楼(IFS对面),中餐厅,成都市,70.0,4.8,10:30-23:30,"红椒牛肉串,麻辣牛肉,笋子牛肉,金针菇牛肉,芹菜牛肉,花甲,牛肉,成都必去地",25,45.0,104.080167,30.655367,28
B0FFHXLSZ2,百花湖老刘烧烤场,百花湖桃花岛风景区旁,中餐厅,贵阳市,81.0,4.2,09:00-21:00,"烧烤场,烤串",10,60.0,106.528525,26.646325,851
B0J03ARUHV,牛佬弟牛肉粿条汤(京基御景时代大厦北区店),龙城街道阁溪二路4-7京基御景时代大厦北区164,中餐厅,深圳市,19.0,4.7,07:30-01:00,"牛肉,小吃快餐",5,15.0,114.217574,22.707166,755
B0FFKV5B63,洪哥白塔牛肉粿条汤(振业梅苑店),中康路88号(上梅林地铁站G口步行90米),小吃店,深圳市,22.0,4.7,10:00-24:00,"牛肉,小吃快餐",5,15.0,114.059436,22.567641,755
B0JGB565WB,辉哥牛肉粿条汤·火锅,东环一路493号,中餐厅,深圳市,27.0,4.4,11:00-21:30,"牛肉,辉哥招牌牛腩饭",15,40.0,114.026829,22.655932,755
B0FFH16A27,汕头牛肉火锅店潮汕大排档,民治街道创业花园129栋101号,中餐厅,深圳市,89.0,4.8,11:00-14:00 17:00-24:00,"大排档,牛肉,火锅",25,90.0,114.02444,22.616035,755
B0J17SEQ06,卢记白塔潮汕牛肉店(坂田店),坂田市场吉华路662-18号,中餐厅,深圳市,51.0,4.3,09:30-04:00,"牛肉,潮汕火锅",25,90.0,114.061974,22.634258,755
B0FFLIPIAD,下山虎沙茶牛肉粿条汤(东门二店),东门街道解放路永新街综合楼首层59号-7,中餐厅,深圳市,23.0,4.3,10:00-22:00,"牛肉,中餐",5,20.0,114.116515,22.544066,755
B0FFI15GHG,揭阳老五粿条汤(翠苑小区店),翠苑小区北门旁(东角头地铁站D口步行260米),中餐厅,深圳市,49.0,4.5,17:00-03:00,"猪肉,牛肉,大排档,疫情轨迹点",25,40.0,113.928505,22.487764,755
B0HR4508QF,红姐白塔牛肉粿条汤,蛇口太子路兴龙大厦76号-6号,快餐厅,深圳市,19.0,4.7,08:00-02:30,"牛肉,潮州菜",5,20.0,113.919584,22.488255,755
B02F37TGB2,林记揭阳新亨粿条,新洲祠堂村127-3号(沙尾地铁站C口步行290米),中餐厅,深圳市,34.0,4.1,11:00-15:00 17:00-21:00,"鸭肉,米粉,堂食,牛肉,粿条,潮州菜",8,25.0,114.045232,22.521604,755
B02F37TFWS,揭阳老二粿条汤,东园路7号东园大厦102A,中餐厅,深圳市,59.0,4.2,10:30-24:00,"牛肉炒粿条,炒花甲,蚝仔烙,鲜鱿粿条汤,鸭杂粿条汤,肉丸杂锦汤,炒牛河,豆腐,大排档,潮州菜",15,40.0,114.104178,22.537392,755
B0K32ODRU7,老北京炸酱面,颐和园路100号(北宫门地铁站C东南口步行240米),中餐厅,北京市,56.0,3.3,09:30-20:00,杂酱面,5,20.0,116.280833,40.002385,10
B000A9P8ZF,老北京炸酱面,北京城区北京站东街老钱局胡同8号(东侧),中餐厅,北京市,31.0,4.2,,"炸酱面,北京菜",5,20.0,116.431361,39.905353,10
B0LAU733J8,老北京炸酱面,崇文门西大街2号2-5,中餐厅,北京市,35.0,4.0,,北京菜,5,20.0,116.417296,39.900622,10
B0HGKCILKA,老北京炸酱面(交道口南大街店),交道口南大街134号16、17、18号房,中餐厅,北京市,45.0,3.9,06:00-23:30,"羊肉串,炸酱面,牛肉串,北京菜",5,25.0,116.408891,39.935145,10
B000A8WA2K,老北京炸酱面(立水桥店),立水桥地铁站A西北口步行250米,中餐厅,北京市,35.0,4.4,10:00-22:00,"水煮鱼,鸡肉,锅包肉,北京菜",5,20.0,116.409273,40.054096,10
B000AA55MA,老北京炸酱面(通州小潞邑店),潞邑西路小潞邑村底商9号楼3号,中餐厅,北京市,86.0,4.6,10:00-14:30 16:30-21:30,"猪肉,家常菜,特色菜,毛肚,炸酱面,小酥肉,宫保鸡丁,北京菜",15,45.0,116.691727,39.934471,10
B0FFH7TQ30,老北京炸酱面(景山西街店),景山公园西门西北90米,中餐厅,北京市,43.0,2.3,,北京菜,5,20.0,116.393499,39.926048,10
B0FFHU2U4L,老魏面馆(竞成路4号院店),竞成路4号附7号联合小区(近邮局),中餐厅,成都市,10.0,4.3,06:30-20:30,"麻酱,面馆",5,15.0,104.124021,30.642728,28
B0FFM92TYN,神抄手(文华路14号院店),中新路7号附4号(白果林地铁站C口步行320米),快餐厅,成都市,10.0,4.1,07:30-20:30,疫情轨迹点,5,15.0,104.036124,30.673654,28
B0FFGRHCXB,荣氏抄手水饺(宽窄巷子景区店),西胜街7号附6号(人民公园地铁站D口步行450米),中餐厅,成都市,12.0,4.7,07:30-19:30,"韭菜水饺,水饺,芹菜水饺,藕丁,芹菜,香菇各一两,牛肉面,杂酱面,香菇水饺,藕丁水饺",5,15.0,104.053737,30.662055,28
B0FFG62ITO,开心早点(新城花园店),华逸路554号,中餐厅,成都市,15.0,3.9,04:30-19:30,小吃快餐,5,15.0,104.238171,30.887148,28
B0JBTOFGJ7,早点来(三金路店),赵家镇大岭街261-263号,中餐厅,成都市,11.0,3.6,,小吃快餐,5,15.0,104.578297,30.816235,28
B02140942E,海滨味道·鲁菜(里院店),李村路38号二层海滨味道门头进入左拐上楼梯,中餐厅,青岛市,60.0,4.8,10:00-22:00,"海肠呛茄子,精品佛跳墙,狮子鲅鱼丸,香酥鸡,炸虾仁,鹅肝炒饭,童子甲鱼,水饺全家福,肉末海参,肉么粉丝",15,60.0,120.319011,36.072814,532
B0FFLPYX5G,胖子·饺子馆.海鲜家常菜(海军博物馆店),莱阳路37号(人民会堂地铁站D口步行380米),中餐厅,青岛市,40.0,4.8,09:00-20:00,"家常菜,鲁菜",5,25.0,120.330886,36.055839,532
B0FFKHDEMD,爱来客海鲜大排档(顺兴路店),顺兴路109号,中餐厅,青岛市,59.0,4.6,10:30-23:00,"海肠捞饭,椒盐虾虎,青岛原浆,一品蟹黄拌面,五福水饺,香辣大虾,碳烤生蚝,海鲜大咖,小龙虾,海鲜大排档",25,60.0,120.353956,36.087742,532
B0GKMDSY5N,晓伟海鲜大排档,台东八路17号1单元1户(营口路市场对面),中餐厅,青岛市,93.0,4.5,09:30-24:00,"椒盐皮皮虾,手抓海鲜,冷锅海鲜,香辣蟹拌面,海肠捞饭,炸蛎黄,原浆啤酒,海鲜大排档,鲍鱼,年糕",25,90.0,120.354857,36.086579,532
B0FFKSY9BM,极客烧烤,鳌山卫街道东里村2-19号,中餐厅,青岛市,72.0,4.3,16:30-24:00,"五花肉,小龙虾,夜市烧烤",25,90.0,120.67996,36.366572,532
B0FFKO7TSL,乔家小院•本地小海鲜•非遗驴肉(滨河路店),滨河路997号,中餐厅,青岛市,98.0,4.8,10:00-22:00,"养生阿胶盅,驴肉拼盘,大锅煮驴,自制风干鸡,驴汤冲海参,渔家双味,驴肉,青岛菜",25,90.0,120.433863,36.161016,532
B0FFGZUKRT,海乐海鲜家常菜,莱阳路51号甲(太平路8号栈桥停车场东200米别墅对面),中餐厅,青岛市,69.0,4.8,10:00-22:00,"红烧茄子,葱爆海参,鲅鱼饺子,海胆水饺,皮皮虾（可做椒盐）,香辣蟹,韭菜炒八带,盐水大虾,大虾炒白菜,姜汁毛蛤蜊",25,60.0,120.330456,36.057798,532
B0FFI0CME3,醉爱吃饺子·(西海岸金沙滩安子店),长江东东路185-18(安子地铁站B口步行190米),中餐厅,青岛市,72.0,4.8,09:00-23:00,"家常菜,双人餐,虾仁,小酥肉,海鲜",15,45.0,120.234548,35.973652,532
B021405V6J,天天来饺子馆(修水路小区店),宜阳路15号,中餐厅,青岛市,74.0,4.7,09:00-23:00,"大骨拌茄子,芸豆水饺,烤肉筋,白菜饺子,大骨头拌茄子,至尊毛血旺,萝卜肉饺子,干炸里脊,蒜苔烧鲅鱼,炸河虾",15,40.0,120.376853,36.126653,532
B02140W0Y0,船歌·鱼水饺青岛菜(石老人店),秦岭路11号,中餐厅,青岛市,79.0,4.9,10:00-21:00,"墨鱼水饺家常烧,鲜冻黄花鱼水饺,鲜冻鲅鱼水饺,鲜冻三鲜水饺,辣炒小蛤蜊,风味茄条,水饺全家福,野生蛎虾水饺,鲅鱼饺子,海鲜老虎菜",25,60.0,120.470537,36.097052,532
