accommodation_id,accommodation_name,accommodation_address,accommodation_type,city_name,avg_price,rating,feature_hotel_type,longitude,latitude,citycode
B0LUNR7QPT,喵喵岛纯女生青年旅社(六约地铁站店),龙岗大道1018号地铁锦上花园8栋13楼1301室,酒店,深圳市,60,5.0,青年旅舍,114.177194,22.632535,755
B0FFGKGAJP,新巢太空舱酒店(东门老街店),东门街道深南东路百货广场大厦西座6层,酒店,深圳市,80,3.6,"经济型,低价实惠",114.11836,22.543778,755
B0FFHIQWCQ,苏雅酒店(深圳国际会展中心福永凤凰山店),腾丰二路10号,酒店,深圳市,220,4.8,经济型,113.843308,22.682859,755
B0FFGX84E4,尚客优连锁酒店(深圳国际会展中心沙井西站店),沙井街道沙二社区海欣花园外侧A3栋110,经济型连锁酒店,深圳市,150,4.8,快捷酒店,113.794269,22.73677,755
B02F38SVJ9,平安住宿(深圳富联新村一区店),清龙路13号6号商铺,招待所,深圳市,80,4.1,"旅馆,低价实惠",114.036164,22.66643,755
B0FFG3UZYC,明珠商务公寓(深圳石岩浪心商业街店),宝石南路164号,酒店,深圳市,150,4.2,经济型,113.932617,22.677404,755
B02F38JHJ3,快8连锁酒店(深圳上南店),沙井街道广深路116号,经济型连锁酒店,深圳市,120,3.9,经济型,113.840811,22.72175,755
B0FFFYURWE,港天时尚公寓(深圳北站店),北站民康路口樟坑三区76栋,招待所,深圳市,150,4.6,经济型,114.039117,22.612068,755
B02F37VMR7,金泉宾馆,龙河路18号(龙城广场地铁站出入口步行310米),酒店,深圳市,120,3.6,经济型,114.255346,22.719006,755
B0FFGG7K2B,安永昌酒店(深圳国际会展中心宝和店),永和路37号骏丰工业区d1栋,酒店,深圳市,120,3.1,经济型,113.792717,22.685184,755
B0JG5RDIWE,万澳青舍(深圳东站店),金利路52号(长龙地铁站C2出口步行380米),酒店,深圳市,150,4.4,经济型,114.116571,22.606133,755
B0LUGCLFTJ,滨海拾光民宿,土洋中路46号,酒店,深圳市,380,4.9,民宿,114.405169,22.613712,755
B0FFK69M4G,城邦精品酒店(深圳石龙仔店),石岩镇石龙路石龙社区石龙仔新村一区40栋,招待所,深圳市,150,4.3,经济型,113.966705,22.697864,755
B02F37VJG5,福来登酒店(深圳国际会展中心桥头地铁站店),福永街道新田社区大洋路美盛新村2号,三星级酒店,深圳市,220,4.2,商务酒店,113.822635,22.694232,755
B0FFG4OIJU,星期一商务酒店(深圳国际会展中心福海西地铁站店),永和路45号,酒店,深圳市,150,4.1,经济型,113.790876,22.687022,755
B02F37WK09,福布斯酒店(桃园店),华宁路4号,三星级酒店,深圳市,320,4.0,商务酒店,113.991423,22.690284,755
B02F38JJAY,OYO快8连锁酒店(松岗立业店),立业路42-7号,经济型连锁酒店,深圳市,120,4.2,"经济型,浪漫约会",113.853634,22.768406,755
B0FFHFKGNK,欢乐精品酒店(玉律店),公明镇玉律村玉泉东路16-1,酒店,深圳市,150,4.5,经济型,113.902416,22.717409,755
B0FFHCPESL,贵宾舍酒店(深圳国际会展中心凤凰广场店),福永新田大道12号202,招待所,深圳市,150,4.5,经济型,113.830752,22.685781,755
B0FFG8P415,城邦精品酒店(上南店),沙井镇新桥村上南大街245号,酒店,深圳市,150,4.0,经济型,113.840222,22.720237,755
B0FFI7A44E,领航精品酒店(深圳龙华地铁站店),和平东路祥龙大厦7单元(龙华地铁站A口步行380米),酒店,深圳市,150,4.5,经济型,114.025951,22.653926,755
B0FFH98KRN,城邦公寓,观澜大道508号(观澜汽车站附近),酒店,深圳市,120,3.8,经济型,114.062469,22.72069,755
B0FFJHCICA,深圳红星连锁酒店,松瑞路54号,酒店,深圳市,150,4.1,经济型,113.837979,22.763349,755
B0FFGJQKCH,章华宾馆(深圳公明地铁站大仟里店),公明镇长春中路富豪花园B区1栋,酒店,深圳市,120,4.0,"旅馆,低价实惠",113.893725,22.777834,755
B0FFI624TM,七橙酒店(深圳北站民治店),民治大道241号民泰大厦东侧3层,酒店,深圳市,150,3.6,经济型,114.042332,22.613717,755
B02F305M10,深圳富都宾馆(罗湖口岸火车站店),人民南路1007房地产大厦3层,酒店,深圳市,150,3.5,经济型,114.118311,22.534573,755
B02F37WDT0,快8连锁酒店(深圳松岗店),松岗街道松明大道155号,经济型连锁酒店,深圳市,120,4.4,快捷酒店,113.835861,22.765386,755
B0FFG1C2QP,深圳东巴精品酒店,长圳路1号,酒店,深圳市,150,4.2,经济型,113.908142,22.717838,755
B0FFG2ANH3,徽商168酒店,观澜街道桔坑路34号,酒店,深圳市,120,3.4,经济型,114.011627,22.729928,755
B0FFH9W1GL,深圳今日酒店,光明新区公明镇西田村社区别墅区一巷3栋,酒店,深圳市,150,4.6,经济型,113.898569,22.801664,755
B02F38JKNZ,荔湖酒店(深圳石岩店),石岩街道松白路西2号(石岩汽车站往西100米),酒店,深圳市,150,3.9,经济型,113.926781,22.684811,755
B0FFH0YRWX,优品酒店(深圳机场T3航站楼店),航城街道黄田岗贝工业区17号,三星级酒店,深圳市,220,4.3,"经济型,7天特惠",113.848359,22.628217,755
B0FFHDVPBJ,深圳万山酒店(国际会展中心桥头西地铁站店),福永街道永和路31号(靠近福永国际会展中心),酒店,深圳市,150,4.2,经济型,113.792805,22.681984,755
B0FFFEV801,深圳六六商务宾馆石岩径贝村店,石岩街道径贝社区松柏路西44号,酒店,深圳市,120,4.2,经济型,113.921461,22.689723,755
B02F301BDA,深圳三阳酒店(深圳双龙地铁站店),龙兴街1号(双龙地铁站A口步行340米),酒店,深圳市,150,4.4,经济型,114.274201,22.727704,755
B0FFK5D5T3,深发宾馆(深圳布吉大芬油画村店),深惠路大芬沃尔玛南50米附近,招待所,深圳市,120,4.2,经济型,114.136283,22.611186,755
B02F37UJOJ,深圳西部明珠商务酒店,蛇口南水村68号二三楼,商务酒店,深圳市,220,4.2,商务酒店,113.924881,22.488906,755
B0LDO1Z6TN,润景精品酒店酒店,宝安区光明新区公明镇民生路86号,酒店,深圳市,150,4.9,经济型,113.902002,22.784243,755
B0FFHQDKNE,深圳驿家青旅,科兴路10号汇景豪苑海悦阁14层,招待所,深圳市,80,4.3,"青年旅舍,低价实惠",113.943836,22.541123,755
B0J0YOKJW0,瑞洛国际酒店(深圳宝安机场福永地铁站店),福海综合楼西北门旁,酒店,深圳市,220,4.6,经济型,113.811211,22.673347,755
B0FFF454W8,山景酒店(凤凰山店),台湾美食街13栋,酒店,深圳市,150,4.5,经济型,113.84673,22.684178,755
B0FFH9Q1M9,深圳暖心青年旅社(深大科技园店),科技园科兴路11号深南花园A座26D,酒店,深圳市,80,4.6,"经济型,低价实惠",113.944745,22.540868,755
B0FFFPA05H,深圳拉菲酒店(蛇口老街海上世界店),蛇口街道蛇口老街108号(蓝漪花园停车场对面),酒店,深圳市,150,4.0,经济型,113.927353,22.485905,755
B0LULC833A,怡景玥途酒店(深圳石岩汽车站店),宝石西路108号(石岩汽车站旁),经济型连锁酒店,深圳市,150,3.9,"住宿服务,宾馆酒店,经济型连锁酒店",113.929762,22.68327,755
B02F38PWP5,深圳金福宾馆,福永街道白石厦路20号(永福医院旁),快捷酒店,深圳市,120,4.0,"快捷酒店,低价实惠",113.827845,22.675593,755
B0GRGRP19Q,领航花园酒店(深圳大仟里坪洲地铁站店),西乡街道劳动路永丰社区A4栋(近地铁1号线坪洲地铁站、宝安大道),酒店,深圳市,220,4.6,经济型,113.870925,22.573877,755
B0FFFTKSWG,广州顺发旅馆火车站,站西路87号(广州火车站地铁站E口步行440米),招待所,广州市,80,4.6,"家庭旅馆,低价实惠",113.253226,23.151245,20
B0LDO507UN,维也秀酒店(广州花都炭步店),炭步镇花都大道西188号1楼,酒店,广州市,150,4.9,经济型,113.10969,23.334273,20
B0GD5C5DAH,金登酒店(广州花都狮岭皮革城店),狮岭大道西68号,酒店,广州市,160,4.9,经济型,113.1757,23.45343,20
B00140W8PE,品尚商务酒店,机场路1948号(黄石立交往北100米右侧),三星级酒店,广州市,220,4.2,经济型,113.264021,23.207134,20
B0FFL2WRMY,赛楠酒店(广州增城万达挂绿广场店),挂绿路9号首层102,酒店,广州市,220,4.8,主题酒店,113.832961,23.289092,20
B0FFGL12UI,星亚酒店(广州北站店),新街大道61-1(近布心牌坊、距广州北站地铁A出口200米),经济型连锁酒店,广州市,150,4.8,"经济型,低价实惠",113.196722,23.377015,20
B0FFGIDB3V,文星酒店(白云火车站新市墟地铁站店),机场路1532号(新市墟地铁站A口步行390米),经济型连锁酒店,广州市,150,4.9,经济型,113.264001,23.196951,20
B0FFKQ9KEL,梵悦酒店(广州新白云国际机场体验店),高增村高和北二巷11号,商务酒店,广州市,220,4.8,商务酒店,113.306159,23.358177,20
B0FFKW7WH3,耐斯顿公寓(广州南站店),韦涌村田心大街七巷一号,酒店,广州市,120,4.2,"公寓式酒店,低价实惠",113.26641,22.980445,20
B0014075CF,金港酒店(广州南沙进港大道店),金洲进港路117号,三星级酒店,广州市,220,4.1,经济型,113.551882,22.800373,20
B0FFGIBBXA,广州南站壹号公寓,广州市番禺区石壁街道韦涌村田心大街十一巷9号,快捷酒店,广州市,120,3.8,"快捷酒店,低价实惠",113.266424,22.98118,20
B0K6FRSQ93,艺龙瑞云酒店(广州东汇城万达广场店),荔城街荔乡路68号,酒店,广州市,220,4.8,经济型,113.821798,23.282481,20
B0KU61V1YJ,维尔顿轻享美宿(广州白云国际机场店),花东镇商达街90号,酒店,广州市,150,4.8,经济型,113.320572,23.435017,20
B0JKSH3GDH,欧尔曼酒店(增城万达广场东汇城店),荔城街观翠路10号,酒店,广州市,220,4.8,经济型,113.821067,23.28432,20
B0FFLF20DX,菲航·优选(广州新白云机场旗舰店),矮岗南街西一巷3-1号,酒店,广州市,150,4.7,经济型,113.287202,23.356795,20
B0FFM1EOBQ,文星希悦酒店(广州白云火车站黄石店),黄石西路马务商业美食街38号A栋,快捷酒店,广州市,220,4.8,快捷酒店,113.256132,23.206086,20
B00140CA2A,荔明优客酒店(广州增城挂绿广场店),荔城大道8号(近挂绿广场),酒店,广州市,160,4.8,经济型,113.829761,23.291978,20
B0FFIMPG4D,米豆商务公寓(广州天河智慧城地铁站万科云城米酷店),万科云城米酷C5栋101,酒店,广州市,150,4.8,经济型,113.4083,23.165942,20
B0GRK163YX,华都精选美宿(广州白云国际机场店),花东镇商达街25号,招待所,广州市,120,4.2,旅馆,113.321037,23.434326,20
B0LAPRM4TV,希雅酒店(广州番禺沙湾古镇店),沙湾镇中华大道134号,酒店,广州市,160,4.8,经济型,113.340678,22.902304,20
B0J2SZMDYS,亦是酒店(广州永庆坊上下九步行街店),宝华路49号宝华豪庭一楼,酒店,广州市,220,4.8,经济型,113.241547,23.11445,20
B00140W8JR,广州宏源时尚酒店(南岗万达广场逸富广场店),新塘镇广深大道西635号,快捷酒店,广州市,220,4.8,快捷酒店,113.550461,23.108276,20
B0FFG2USFY,7天连锁酒店(广州街口镇北路店),街口镇北路26号之二,经济型连锁酒店,广州市,150,4.5,"经济型,7天特惠",113.590654,23.551329,20
B0FFLHY9NF,博蔓时尚公寓,石韦路85号,招待所,广州市,150,4.8,公寓式酒店,113.270386,22.997263,20
B0FFFAID3V,尚都酒店(广州黄埔南岗地铁站店),黄埔东路3631号(南岗地铁站E口步行190米),快捷酒店,广州市,220,4.5,快捷酒店,113.539745,23.093518,20
B00141J193,广州怡安旅馆,鹤洞路203-209号3层,招待所,广州市,80,3.8,"旅馆,低价实惠",113.24057,23.072303,20
B0FFLIIDJW,妃子笑酒店(广州增城沙村地铁站店),新塘大道西391号,商务酒店,广州市,220,4.5,商务酒店,113.581679,23.110437,20
B0G304H6X1,小小之家臻品社区,港口大道317-319号,酒店,广州市,150,4.7,民宿,113.604519,23.120268,20
B0G2CLB8UX,加州主题美宿(广州新白云机场店),花东镇商达街108号,酒店,广州市,220,4.4,"主题酒店,情侣酒店",113.320339,23.433528,20
B0H1UO04RA,卡尔曼国际公寓(广州万科里店),黄埔东路融悦汇C1栋大堂,酒店,广州市,320,4.7,公寓式酒店,113.531914,23.092331,20
B0JDFCTRUQ,枫林印象公寓(广州南沙塘坑地铁站店),环市大道西110号1楼,酒店,广州市,120,5.0,经济型,113.564232,22.753653,20
B0LBD7Y5S6,亿致酒店(广州番禺长隆大石城店),大石街道富石路33号,酒店,广州市,160,4.6,经济型,113.311231,23.027557,20
B0LDJHU1BX,希城酒店(广州南沙万达广场金洲地铁站店),惠康街83号金洲商业大厦F10层,酒店,广州市,220,4.6,经济型,113.547676,22.80209,20
B00140UV2C,粤阳酒店(江南西仲恺学院店),前进路蟠龙东1号(近小港公园正门斜对面)粤阳宾馆,酒店,广州市,150,4.4,经济型,113.282537,23.100075,20
B00141KCHN,华业精品酒店(广州增城挂绿广场店),挂绿路2号挂绿广场7楼,酒店,广州市,150,4.4,经济型,113.833282,23.290952,20
B0IDFSHGU4,速8酒店(广州高铁北站花城路地铁站店),站前路27号,经济型连锁酒店,广州市,150,4.3,商务酒店,113.203312,23.382241,20
B0JU5MCNJW,BM酒店(增城永宁南站店),新新七路80号,酒店,广州市,150,4.4,经济型,113.591251,23.174844,20
B0FFLQ4FEY,金日丽舍(广州新白云国际机场店),矮岗村荔园十三巷4号,商务酒店,广州市,150,4.7,商务酒店,113.290934,23.359146,20
B00141KN2Q,丽东酒店(广州南沙万达广场金洲地铁站店),金沙路1号今洲广场F1,三星级酒店,广州市,320,4.7,商务酒店,113.54467,22.801187,20
B0KKFM7CEE,铂尔曼精选酒店(南岗万达店),南岗街道万荟珑寓1号楼205房,酒店,广州市,380,4.4,民宿,113.549469,23.098463,20
B0FFF3UUXS,广州飙峰酒店(花都湖店),"新华路153号,近兴华幼儿园",酒店,广州市,150,4.4,经济型,113.225704,23.379857,20
B0H1U12EIT,卡尔曼国际公寓(佳纷天地店),盛凯大街1号佳纷天地F5层,酒店,广州市,320,4.3,公寓式酒店,113.549347,23.104166,20
B0FFG59J65,轻住·博美精品酒店(广州南站店),石壁街道大洲村河边二巷4号(近广州南站),酒店,广州市,150,4.3,经济型,113.261182,22.987814,20
B00141JVXN,7天优品酒店,新塘镇新塘大道中203号,经济型连锁酒店,广州市,150,4.3,"经济型,7天特惠",113.606166,23.116098,20
B0H3MS8WW8,喜迎公寓(钟村地铁站店),钟村钟兴路24号-2,酒店,广州市,120,4.2,经济型,113.309861,22.988796,20
B0I3F124ZL,梦思园·标尚酒店(广州钟村地铁站店),嘉胜路17号金丰时代F1层,酒店,广州市,150,4.3,经济型,113.313467,22.976456,20
B0KBPAZOS5,艾陌酒店(广州白云站百信广场店),南街萧岗连元西街4号连元大厦7层(近百信广场、白云文化广场地铁站),酒店,广州市,220,4.0,经济型,113.263921,23.190233,20
B0KA25EKFS,智营·天梦酒店(广州上下九步行街西门口地铁站店),惠福西路13-19号二楼,酒店,广州市,150,4.0,经济型,113.253995,23.121106,20
B0K3YSDIDZ,广州名城酒店(从化碧桂园1960店),街口街西宁中路朝阳街33号,快捷酒店,广州市,150,4.1,快捷酒店,113.589244,23.549767,20
B0FFH32TBL,文景快捷公寓(广州南站店),石三村华海路1号,酒店,广州市,120,4.1,"公寓式酒店,低价实惠",113.270018,22.996724,20
B02000IR6D,都市118(苏州观前街拙政园店),临顿路西花桥巷1号(悬桥巷地铁站2号口步行380米),经济型连锁酒店,苏州市,150,3.1,快捷酒店,120.627875,31.317287,512
B02000IX1M,布丁酒店(苏州观前察院场地铁站店),人民路1359号(察院场地铁站1B西南口旁),快捷酒店,苏州市,120,3.9,"快捷酒店,低价实惠",120.621217,31.310099,512
B020016KVT,布丁精选酒店(苏州观前街察院场地铁站店),景德路98号(察院场地铁站1A西南口步行310米),经济型连锁酒店,苏州市,150,4.3,经济型,120.618599,31.31112,512
B02001BNHM,苏州雅乐宾馆,迎春路430号(汽车南站出口向南约500米),酒店,苏州市,120,4.4,"旅馆,低价实惠",120.638679,31.276531,512
B0FFH0X348,苏州上善若水青年旅舍(观前街乐桥地铁站店),人民路嘉余坊41号乐桥地铁8号口,招待所,苏州市,80,4.3,"青年旅舍,低价实惠",120.62048,31.307893,512
B0200178DP,易佰连锁旅店(苏州石路广济南路地铁站店),阊胥路124号2幢,经济型连锁酒店,苏州市,120,4.6,经济型,120.607543,31.303297,512
B020018ASO,百时快捷酒店(苏州火车站北寺塔店),桃花坞大街85号(北寺塔西150米),经济型连锁酒店,苏州市,120,4.3,"经济型,低价实惠",120.617436,31.320698,512
B020017C1P,布丁酒店连锁,人民南路36号,经济型连锁酒店,苏州市,120,3.9,"经济型,低价实惠",120.958041,31.368331,512
B0FFG6A8V5,布丁酒店(苏州吴中汽车站店),广建路10号(石湖东路地铁站2号口步行420米),经济型连锁酒店,苏州市,120,4.1,经济型,120.630449,31.248591,512
B020017FBF,布丁酒店(昆山柏庐路店),柏庐路366号,经济型连锁酒店,苏州市,120,3.6,"经济型,低价实惠",120.965133,31.381585,512
B02000IR1K,新东吴珍珠大酒店,西园路4号,三星级酒店,苏州市,220,4.5,经济型,120.587322,31.317021,512
B02001BNIS,昆山时代宾馆,青阳北路时代名苑18栋5层(近萧林东路),快捷酒店,苏州市,120,3.2,"快捷酒店,低价实惠",120.994251,31.404943,512
B0J2DRLTDD,窄遇见设计师服务青旅(苏州观前街平江路店),人民路1309号(察院场地铁站1B西南口步行190米),招待所,苏州市,85,4.8,青年旅舍,120.621338,31.308784,512
B02000JX34,光明宾馆(火车站高铁南站店),合兴路757号,招待所,苏州市,120,4.4,旅馆,120.960306,31.367248,512
B02001BNRE,昆山友创宾馆,陆家镇金阳西路2号宜家花园旁,酒店,苏州市,120,4.5,"经济型,低价实惠",121.004746,31.341932,512
B0FFFV37AG,君悦酒店(苏州越溪国际教育园店),君悦酒店,酒店,苏州市,160,4.3,主题酒店,120.587969,31.214405,512
B02001H6NR,苏州小雅青年旅舍,大新桥巷21-1号,招待所,苏州市,80,4.4,"经济型,低价实惠",120.63545,31.315437,512
B02001C4EX,都市118优选酒店(养育巷观前街山塘街店),养育巷349号慕家花园1号,经济型连锁酒店,苏州市,150,4.4,快捷酒店,120.615568,31.308881,512
B020015ZT6,昆山福来宾馆(高铁南站店),玉山镇枫景苑商业街26号,酒店,苏州市,120,4.4,"经济型,低价实惠",120.953743,31.347091,512
B02000JTMX,富士宾馆(紫竹路),紫竹路1286号(富士康集团附近),酒店,苏州市,120,4.3,经济型,120.960138,31.419332,512
B0H167Z92T,昆山尚优宾馆,陆家镇富荣路331号397,酒店,苏州市,120,4.9,经济型,121.035583,31.317339,512
B02000IR6B,丽花苑宾馆(苏州观前街平江路店),旧学前94号(悬桥巷地铁站1号口步行300米),酒店,苏州市,150,4.4,经济型,120.62568,31.313897,512
B0200085CT,枫林宾馆(常熟店),枫林路111号(城北食府对面),酒店,苏州市,120,4.4,"经济型,低价实惠",120.747118,31.656515,512
B0FFI4AXN8,锦荷商务宾馆(苏州火车站平江万达广场店),锦荷苑10幢101,快捷酒店,苏州市,120,4.0,快捷酒店,120.620344,31.336536,512
B02001990E,易佰连锁旅店(苏州汽车南站店),迎春路252号,招待所,苏州市,120,4.3,"经济型,低价实惠",120.638823,31.273478,512
B02000HXIU,苏州水玲宾馆,马医科18号(察院场地铁站1B西南口步行150米),酒店,苏州市,120,4.3,"经济型,低价实惠",120.620637,31.309609,512
B0200067SG,苏州渭塘宾馆,渭星街5号,快捷酒店,苏州市,120,4.3,快捷酒店,120.648925,31.466118,512
B0FFIOX528,佳和宾馆(苏州火车站北广场店),苏站西路新天地家园719-727号(锦盛源饭店隔壁),酒店,苏州市,120,4.2,经济型,120.601596,31.330333,512
B0FFHOL1YN,留驿阁宾馆(苏州观前街凤凰街店),凤凰街242号(临顿路地铁站1号口步行460米),酒店,苏州市,150,4.1,经济型,120.632389,31.305009,512
B0FFFF6OPK,99旅馆连锁(常熟方塔园八佰伴店),环城南路5号,经济型连锁酒店,苏州市,120,4.1,"经济型,低价实惠",120.745402,31.637852,512
B0FFGWHNIB,华港宾馆(火车站南广场店),平四路87号(苏州火车站南广场对面),酒店,苏州市,120,4.1,"经济型,低价实惠",120.613451,31.326487,512
B0FFGAIS8B,科逸连锁酒店(苏州汽车南站店),南环东路781号(苏州汽车南站店广场西100米),酒店,苏州市,120,3.8,"经济型,低价实惠",120.634593,31.280089,512
B0FFHYPPYX,布丁酒店(苏州石路广济南路地铁站店),干将西路谈家南巷111号(地铁广济南路站2号出口向东30米),经济型连锁酒店,苏州市,120,3.8,经济型,120.602337,31.303182,512
B0FFG0VHYU,99旅馆连锁(苏州高新区淮海街沙金桥地铁站店),玉山路78号华达大厦3层,经济型连锁酒店,苏州市,120,3.8,经济型,120.564268,31.288693,512
B020019KZR,苏州百合宾馆,汇金新地2-111号,酒店,苏州市,120,4.2,"经济型,低价实惠",120.575872,31.252506,512
B020017RRD,宜家商务宾馆(少卿东路),少卿中路银泰花园1号,酒店,苏州市,120,4.6,经济型,121.013522,31.267564,512
B0FFHW4PQY,海之蓝宾馆(苏州拙政园博物馆店),齐门路194号,酒店,苏州市,120,4.0,经济型,120.626125,31.326977,512
B0FFFYJSWL,豪坤快捷宾馆,淀山湖镇淀兴路698号3层,酒店,苏州市,120,4.5,经济型,121.030305,31.181857,512
B0FFHXRATK,99优选酒店(苏州火车站北广场店),苏站西路1773号,经济型连锁酒店,苏州市,120,3.9,快捷酒店,120.602778,31.330506,512
B0200172DT,易佰良品酒店(苏大附一院十梓街店),十梓街467号,经济型连锁酒店,苏州市,150,4.4,"经济型,低价实惠",120.628212,31.301354,512
B02000K0IH,昆山悦心宾馆,庆丰东路367号(景枫嘉苑小区东北门旁),酒店,苏州市,120,3.9,经济型,120.994932,31.354747,512
B0FFI25U3G,苏州埃尔法酒店(广济南路地铁站山塘街景区店),干将西路699号(地铁12号线换乘站广济南路站6号出口东50米),商务酒店,苏州市,220,3.7,商务酒店,120.599135,31.303516,512
B020017T9B,苏州久久精品旅馆,木渎中山东路40号,经济型连锁酒店,苏州市,120,3.8,"经济型,低价实惠",120.525559,31.256009,512
B0I6B92E4C,布丁严选酒店(拙政园北寺塔地铁站店),白塔西路79号,经济型连锁酒店,苏州市,150,3.8,经济型,120.623856,31.317215,512
B0FFGWMDGJ,青年都市迷你酒店,干将东路776号(临顿路地铁站1号口步行280米),酒店,苏州市,120,3.8,经济型,120.628249,31.307878,512
B020006449,狮林宾馆(苏州拙政园店),白塔东路269号(近园林路),三星级酒店,苏州市,320,3.8,快捷酒店,120.630749,31.318432,512
B0KDFU7KQU,格兰美居酒店(苏州吴中兴昂路店),兴昂路99号,经济型连锁酒店,苏州市,160,3.6,经济型,120.619952,31.220639,512
B02000JRIX,苏州洋光商务宾馆,盛泽镇舜湖中路165号阳光大厦六楼,酒店,苏州市,120,3.7,"经济型,低价实惠",120.659518,30.901742,512
B020006GBB,樱桃宾馆,震川西路152号,快捷酒店,苏州市,120,3.6,"快捷酒店,低价实惠",120.954633,31.377449,512
B00190A8O3,锦江之星(南京火车站玄武湖钟阜路地铁站酒店),建宁路16号,经济型连锁酒店,南京市,160,4.2,经济型,118.775617,32.091288,25
B0KDLZRG9Q,熙住·新青年旅舍(钟山风景区苜蓿园地铁站店),中山门大街9号(苜蓿园地铁站2号口旁),招待所,南京市,85,5.0,经济型,118.833874,32.040121,25
B001909U63,南京景天宾馆(龙眠大道地铁站店),东山镇天元东路37号景山综合楼D03号,酒店,南京市,120,4.4,经济型,118.875604,31.940108,25
B00190Z6BR,登泰宾馆(南京火车站红山动物园店),小市街188号(小市地铁站向东200米),招待所,南京市,120,3.9,"经济型,疫情轨迹点",118.789895,32.093959,25
B0FFFHBOJX,栖七宾馆(南京火车站岗子村地铁站店),"板仓街90-3号(近南京林业大学,距蒋王庙地铁站956米)",酒店,南京市,120,4.7,"经济型,低价实惠",118.823038,32.071903,25
B00190BU42,九九聚家商务宾馆(南京站红山动物园店),龙蟠路37-1号,酒店,南京市,120,4.4,经济型,118.789097,32.090028,25
B0FFLDKG0K,天丰之星酒店(南京高淳老街店),淳溪镇通贤街41号,酒店,南京市,150,4.8,经济型,118.866536,31.320598,25
B0FFK9GRDN,南京星际青年旅舍(夫子庙中华路店),中华路363号中华园商住楼5层510室,酒店,南京市,80,4.3,青年旅舍,118.783899,32.019225,25
B001916JT4,苏商宾馆(南京龙眠大道地铁站店),天元东路783号(距离地铁龙眠大道站下来100米),酒店,南京市,120,4.3,经济型,118.871225,31.939423,25
B0FFFRGSNT,南京仙林公寓,"文枢东路仙林新村南区31幢106室,近学思路",酒店,南京市,120,4.5,民宿,118.912634,32.095411,25
B00190Z3Z7,布丁酒店(南京仙林大学城店),仙林大道118号a-21,经济型连锁酒店,南京市,120,3.6,经济型,118.928144,32.094203,25
B0KAC5TUJL,她说青年女生宿舍(南京新街口店),广州路12号3F(珠江路地铁站出入口步行120米),招待所,南京市,80,4.8,青年旅舍,118.782964,32.050345,25
B0K0ARTGUA,熙住青年旅舍(夫子庙熙南里店),白衣庵27号,招待所,南京市,80,4.8,青年旅舍,118.781479,32.027219,25
B0J0FUIDIH,石榴青年民宿(南京火车站店),韶山路288号小区4幢101室,招待所,南京市,120,4.8,民宿,118.800439,32.084524,25
B0LGF7NGQ4,咖居酒店(南京新街口张府园地铁站店),中山南路241-7号(近地铁1号线张府园站2号出口),经济型连锁酒店,南京市,160,4.4,经济型,118.784385,32.031518,25
B0K23ZUPAM,旷野青年旅舍(南京新街口店),珠江路222号2楼,招待所,南京市,80,4.9,青年旅舍,118.789715,32.049316,25
B00190Z5HC,易佰良品酒店(南京东南大学诚信大道地铁站店),诚信大道988-8栋殷巷华润苏果超市4楼,经济型连锁酒店,南京市,120,3.6,"经济型,低价实惠",118.831411,31.908806,25
B0FFG3A6EM,南京薪然宾馆(新街口店),秣陵路1-8-9号,酒店,南京市,120,4.3,"经济型,低价实惠",118.780323,32.035705,25
B00190Z9LR,南京明辉宾馆,黄家圩29号4幢104-105室,招待所,南京市,120,3.3,快捷酒店,118.795092,32.091324,25
B0G25ASAG4,7天连锁酒店(南京大厂步行街店),沿江工业开发区长冲步行街59号嘉泰大厦,经济型连锁酒店,南京市,150,4.0,"经济型,7天特惠",118.76335,32.231385,25
B001906F9I,南京大富豪宾馆(夫子庙店),夫子庙大石坝街69号,经济型连锁酒店,南京市,150,4.2,经济型,118.790392,32.01904,25
B0FFFA1SEA,Z+朝政宾馆(夫子庙店),太平南路330号2楼(常府街地铁站1号口步行80米),酒店,南京市,120,4.1,"经济型,低价实惠",118.791785,32.032273,25
B0G2AODS14,为来酒店公寓(迈皋桥地铁站店),,快捷酒店,南京市,150,4.1,快捷酒店,118.804859,32.103071,25
B00190B99G,南京儒家宾馆(成贤街东南大学四牌楼校区店),成贤街115号-7(东南大学医院正对门),酒店,南京市,150,4.1,经济型,118.795491,32.052145,25
B0FFG8RX1A,南京张进宾馆(夫子庙地铁站店),琵琶街一品嘉园1-8号,酒店,南京市,120,4.6,经济型,118.791989,32.019737,25
B0FFGROC90,南京枫叶精品公寓,明发商业广场1栋B1-2的3楼3503,酒店,南京市,120,4.0,"经济型,低价实惠",118.795369,31.97612,25
B0GDJG2S3B,美居美宿(马群紫金观邸店),中山门大街698号中垠紫金观邸1号楼,酒店,南京市,150,4.5,经济型,118.895714,32.047672,25
B001913Q3G,易佰连锁旅店(南京龙眠大道地铁站店),天元东路779号(江宁停车场),经济型连锁酒店,南京市,120,4.5,快捷酒店,118.871127,31.939344,25
B00190ZHTD,7天酒店(南京火车站新模范马路地铁站店),中央路280-1号,经济型连锁酒店,南京市,150,4.2,"经济型,7天特惠",118.784545,32.084101,25
B0K64AHYLS,如家睿柏·云酒店(南京江北虹悦城龙华路地铁站店),铂宫小区西南门西北110米,快捷酒店,南京市,160,5.0,快捷酒店,118.63456,32.06674,25
